file,N,numQ,algo,grasp,batch,AvgHeight,MaxHeight,Preprocessing,Queries,Overall,Standard deviation
resultTimesTemporary/E3/cuda-naive$V_8000000#Q_8000000#grasp_100000#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,8000000.0,CUDA Naive,100000.0,-1.0,91.5004,202.4,28.710999999999995,1138.1355,1166.8465,2.297175842202793
resultTimesTemporary/E3/cuda-naive$V_8000000#Q_8000000#grasp_10000000#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,8000000.0,CUDA Naive,10000000.0,-1.0,16.642600000000005,38.2,19.7762,117.5189,137.2954,1.394569266834744
resultTimesTemporary/E3/cuda-naive$V_8000000#Q_8000000#grasp_3333#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,8000000.0,CUDA Naive,3333.0,-1.0,2408.8818,4852.0,32.4517,20942.6804,20975.1319,1096.6408224827721
resultTimesTemporary/E3/cuda-naive$V_8000000#Q_8000000#grasp_33333#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,8000000.0,CUDA Naive,33333.0,-1.0,250.3942,530.8,30.766000000000002,3118.7761,3149.5417,18.31273722877053
resultTimesTemporary/E3/cuda-naive$V_8000000#Q_8000000#grasp_333333#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,8000000.0,CUDA Naive,333333.0,-1.0,36.6288,83.4,25.2037,393.1641,418.3679,1.2458937715551892

resultTimesTemporary/E4/cuda-inlabel$V_8000000#Q_1000000#grasp_-1#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,1000000.0,CUDA Inlabel,-1.0,-1.0,16.001,36.0,334.86350000000004,8.638,343.501,1.6570000000000107
resultTimesTemporary/E4/cuda-inlabel$V_8000000#Q_1000000#grasp_1000#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,1000000.0,CUDA Inlabel,1000.0,-1.0,8085.418,16110.0,330.2595,8.9115,339.171,3.5570000000000164
resultTimesTemporary/E4/cuda-inlabel$V_8000000#Q_128000000#grasp_-1#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,128000000.0,CUDA Inlabel,-1.0,-1.0,16.833,39.0,330.503,298.6975,629.201,1.1599999999999682
resultTimesTemporary/E4/cuda-inlabel$V_8000000#Q_128000000#grasp_1000#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,128000000.0,CUDA Inlabel,1000.0,-1.0,7992.606,16022.0,326.2615,323.72450000000003,649.986,0.20799999999997
resultTimesTemporary/E4/cuda-inlabel$V_8000000#Q_16000000#grasp_-1#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,16000000.0,CUDA Inlabel,-1.0,-1.0,15.9,35.0,334.447,42.664500000000004,377.1105,0.09149999999999636
resultTimesTemporary/E4/cuda-inlabel$V_8000000#Q_16000000#grasp_1000#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,16000000.0,CUDA Inlabel,1000.0,-1.0,8032.769,16104.0,328.01149999999996,46.1995,374.2115,0.7744999999999891
